hostClock,week,towMS,towSubMS,qErr,timeBase,utc,raim,qErrInvalid,TpNotLocked,timeRefGnss,utcStandard
2025-07-28 22:11:07.074663,2377,166268000,0.0,2432,1,1,2,0,0,15,3
2025-07-28 22:11:08.082826,2377,166269000,0.0,-1953,1,1,2,0,0,15,3
2025-07-28 22:11:09.075780,2377,166270000,0.0,1940,1,1,2,0,0,15,3
2025-07-28 22:11:10.084826,2377,166271000,0.0,-1710,1,1,2,0,0,15,3
2025-07-28 22:11:11.073934,2377,166272000,0.0,2370,1,1,2,0,0,15,3
2025-07-28 22:11:12.081880,2377,166273000,0.0,-1799,1,1,2,0,0,15,3
2025-07-28 22:11:13.085918,2377,166274000,0.0,1885,1,1,2,0,0,15,3
2025-07-28 22:11:14.074944,2377,166275000,0.0,-2106,1,1,2,0,0,15,3
2025-07-28 22:11:15.079225,2377,166276000,0.0,1729,1,1,2,0,0,15,3
2025-07-28 22:11:16.068112,2377,166277000,0.0,-2371,1,1,2,0,0,15,3
2025-07-28 22:11:17.078152,2377,166278000,0.0,1736,1,1,2,0,0,15,3
2025-07-28 22:11:18.082119,2377,166279000,0.0,-2431,1,1,2,0,0,15,3
2025-07-28 22:11:19.075146,2377,166280000,0.0,1788,1,1,2,0,0,15,3
2025-07-28 22:11:20.080377,2377,166281000,0.0,-1833,1,1,2,0,0,15,3
2025-07-28 22:11:21.076373,2377,166282000,0.0,2136,1,1,2,0,0,15,3
2025-07-28 22:11:22.078334,2377,166283000,0.0,-1677,1,1,2,0,0,15,3
2025-07-28 22:11:23.079332,2377,166284000,0.0,2272,1,1,2,0,0,15,3
2025-07-28 22:11:24.081370,2377,166285000,0.0,-1440,1,1,2,0,0,15,3
2025-07-28 22:11:25.070377,2377,166286000,0.0,2960,1,1,2,0,0,15,3
2025-07-28 22:11:26.077419,2377,166287000,0.0,-931,1,1,2,0,0,15,3
2025-07-28 22:11:27.084468,2377,166288000,0.0,3470,1,1,2,0,0,15,3
2025-07-28 22:11:28.078495,2377,166289000,0.0,-477,1,1,2,0,0,15,3
2025-07-28 22:11:29.078569,2377,166290000,0.0,-3991,1,1,2,0,0,15,3
2025-07-28 22:11:30.085617,2377,166291000,0.0,298,1,1,2,0,0,15,3
2025-07-28 22:11:31.077767,2377,166292000,0.0,-3628,1,1,2,0,0,15,3
2025-07-28 22:11:32.078817,2377,166293000,0.0,386,1,1,2,0,0,15,3
2025-07-28 22:11:33.080799,2377,166294000,0.0,-3349,1,1,2,0,0,15,3
2025-07-28 22:11:34.070956,2377,166295000,0.0,1034,1,1,2,0,0,15,3
2025-07-28 22:11:35.083868,2377,166296000,0.0,-2841,1,1,2,0,0,15,3
2025-07-28 22:11:36.077020,2377,166297000,0.0,1060,1,1,2,0,0,15,3
2025-07-28 22:11:37.078935,2377,166298000,0.0,-2788,1,1,2,0,0,15,3
2025-07-28 22:11:38.074948,2377,166299000,0.0,1675,1,1,2,0,0,15,3
2025-07-28 22:11:39.079123,2377,166300000,0.0,-2180,1,1,2,0,0,15,3
2025-07-28 22:11:40.075204,2377,166301000,0.0,1819,1,1,2,0,0,15,3
2025-07-28 22:11:41.078132,2377,166302000,0.0,-2386,1,1,2,0,0,15,3
2025-07-28 22:11:42.079166,2377,166303000,0.0,1686,1,1,2,0,0,15,3
2025-07-28 22:11:43.073177,2377,166304000,0.0,-2387,1,1,2,0,0,15,3
2025-07-28 22:11:44.077263,2377,166305000,0.0,1813,1,1,2,0,0,15,3
2025-07-28 22:11:45.082239,2377,166306000,0.0,-1942,1,1,2,0,0,15,3
2025-07-28 22:11:46.076332,2377,166307000,0.0,2426,1,1,2,0,0,15,3
2025-07-28 22:11:47.077319,2377,166308000,0.0,-1140,1,1,2,0,0,15,3
2025-07-28 22:11:48.079350,2377,166309000,0.0,2824,1,1,2,0,0,15,3
2025-07-28 22:11:49.078402,2377,166310000,0.0,-994,1,1,2,0,0,15,3
2025-07-28 22:11:50.076405,2377,166311000,0.0,2902,1,1,2,0,0,15,3
2025-07-28 22:11:51.080450,2377,166312000,0.0,-935,1,1,2,0,0,15,3
2025-07-28 22:11:52.071677,2377,166313000,0.0,3201,1,1,2,0,0,15,3
2025-07-28 22:11:53.078695,2377,166314000,0.0,-510,1,1,2,0,0,15,3
2025-07-28 22:11:54.081738,2377,166315000,0.0,-3812,1,1,2,0,0,15,3
2025-07-28 22:11:55.076677,2377,166316000,0.0,-98,1,1,2,0,0,15,3
2025-07-28 22:11:56.083709,2377,166317000,0.0,-3633,1,1,2,0,0,15,3
2025-07-28 22:11:57.081733,2377,166318000,0.0,469,1,1,2,0,0,15,3
2025-07-28 22:11:58.081771,2377,166319000,0.0,-3232,1,1,2,0,0,15,3
2025-07-28 22:11:59.083891,2377,166320000,0.0,1057,1,1,2,0,0,15,3
2025-07-28 22:12:00.083948,2377,166321000,0.0,-2883,1,1,2,0,0,15,3
2025-07-28 22:12:01.070042,2377,166322000,0.0,1095,1,1,2,0,0,15,3
2025-07-28 22:12:02.077954,2377,166323000,0.0,-2188,1,1,2,0,0,15,3
2025-07-28 22:12:03.089988,2377,166324000,0.0,1698,1,1,2,0,0,15,3
2025-07-28 22:12:04.075198,2377,166325000,0.0,-1810,1,1,2,0,0,15,3
2025-07-28 22:12:05.079071,2377,166326000,0.0,1975,1,1,2,0,0,15,3
2025-07-28 22:12:06.082129,2377,166327000,0.0,-1101,1,1,2,0,0,15,3
2025-07-28 22:12:07.084148,2377,166328000,0.0,3094,1,1,2,0,0,15,3
2025-07-28 22:12:08.078186,2377,166329000,0.0,-75,1,1,2,0,0,15,3
2025-07-28 22:12:09.080230,2377,166330000,0.0,-3598,1,1,2,0,0,15,3
2025-07-28 22:12:10.071317,2377,166331000,0.0,212,1,1,2,0,0,15,3
2025-07-28 22:12:11.081356,2377,166332000,0.0,-3135,1,1,2,0,0,15,3
2025-07-28 22:12:12.081365,2377,166333000,0.0,831,1,1,2,0,0,15,3
2025-07-28 22:12:13.080402,2377,166334000,0.0,-3107,1,1,2,0,0,15,3
2025-07-28 22:12:14.076416,2377,166335000,0.0,530,1,1,2,0,0,15,3
2025-07-28 22:12:15.080683,2377,166336000,0.0,-3168,1,1,2,0,0,15,3
2025-07-28 22:12:16.076514,2377,166337000,0.0,1249,1,1,2,0,0,15,3
2025-07-28 22:12:17.078643,2377,166338000,0.0,-2666,1,1,2,0,0,15,3
2025-07-28 22:12:18.080787,2377,166339000,0.0,1358,1,1,2,0,0,15,3
2025-07-28 22:12:19.070901,2377,166340000,0.0,-2109,1,1,2,0,0,15,3
2025-07-28 22:12:20.078739,2377,166341000,0.0,2539,1,1,2,0,0,15,3
2025-07-28 22:12:21.079934,2377,166342000,0.0,-1126,1,1,2,0,0,15,3
2025-07-28 22:12:22.079953,2377,166343000,0.0,2629,1,1,2,0,0,15,3
2025-07-28 22:12:23.082931,2377,166344000,0.0,-970,1,1,2,0,0,15,3
2025-07-28 22:12:24.086944,2377,166345000,0.0,3060,1,1,2,0,0,15,3
2025-07-28 22:12:25.080004,2377,166346000,0.0,-469,1,1,2,0,0,15,3
2025-07-28 22:12:26.080156,2377,166347000,0.0,3378,1,1,2,0,0,15,3
2025-07-28 22:12:27.076967,2377,166348000,0.0,3,1,1,2,0,0,15,3
2025-07-28 22:12:28.074035,2377,166349000,0.0,-3737,1,1,2,0,0,15,3
2025-07-28 22:12:29.078100,2377,166350000,0.0,643,1,1,2,0,0,15,3
2025-07-28 22:12:30.081151,2377,166351000,0.0,-3350,1,1,2,0,0,15,3
2025-07-28 22:12:31.075180,2377,166352000,0.0,1020,1,1,2,0,0,15,3
2025-07-28 22:12:32.079192,2377,166353000,0.0,-2584,1,1,2,0,0,15,3
2025-07-28 22:12:33.084281,2377,166354000,0.0,1658,1,1,2,0,0,15,3
2025-07-28 22:12:34.079288,2377,166355000,0.0,-2177,1,1,2,0,0,15,3
2025-07-28 22:12:35.084395,2377,166356000,0.0,1954,1,1,2,0,0,15,3
2025-07-28 22:12:36.078354,2377,166357000,0.0,-1767,1,1,2,0,0,15,3
2025-07-28 22:12:37.076428,2377,166358000,0.0,2140,1,1,2,0,0,15,3
2025-07-28 22:12:38.085491,2377,166359000,0.0,-1528,1,1,2,0,0,15,3
2025-07-28 22:12:39.088474,2377,166360000,0.0,2476,1,1,2,0,0,15,3
2025-07-28 22:12:40.078539,2377,166361000,0.0,-1272,1,1,2,0,0,15,3
2025-07-28 22:12:41.080535,2377,166362000,0.0,3201,1,1,2,0,0,15,3
2025-07-28 22:12:42.080695,2377,166363000,0.0,-737,1,1,2,0,0,15,3
2025-07-28 22:12:43.083627,2377,166364000,0.0,3233,1,1,2,0,0,15,3
2025-07-28 22:12:44.083670,2377,166365000,0.0,-96,1,1,2,0,0,15,3
2025-07-28 22:12:45.078905,2377,166366000,0.0,-3504,1,1,2,0,0,15,3
2025-07-28 22:12:46.074807,2377,166367000,0.0,681,1,1,2,0,0,15,3
2025-07-28 22:12:47.080808,2377,166368000,0.0,-3351,1,1,2,0,0,15,3
2025-07-28 22:12:48.080857,2377,166369000,0.0,1255,1,1,2,0,0,15,3
2025-07-28 22:12:49.083977,2377,166370000,0.0,-2150,1,1,2,0,0,15,3
2025-07-28 22:12:50.076978,2377,166371000,0.0,2084,1,1,2,0,0,15,3
2025-07-28 22:12:51.081987,2377,166372000,0.0,-1525,1,1,2,0,0,15,3
2025-07-28 22:12:52.077020,2377,166373000,0.0,2656,1,1,2,0,0,15,3
2025-07-28 22:12:53.080059,2377,166374000,0.0,-482,1,1,2,0,0,15,3
2025-07-28 22:12:54.085113,2377,166375000,0.0,3617,1,1,2,0,0,15,3
2025-07-28 22:12:55.075155,2377,166376000,0.0,-20,1,1,2,0,0,15,3
2025-07-28 22:12:56.084242,2377,166377000,0.0,-3214,1,1,2,0,0,15,3
2025-07-28 22:12:57.086254,2377,166378000,0.0,616,1,1,2,0,0,15,3
2025-07-28 22:12:58.076269,2377,166379000,0.0,-2801,1,1,2,0,0,15,3
2025-07-28 22:12:59.079367,2377,166380000,0.0,1577,1,1,2,0,0,15,3
2025-07-28 22:13:00.083379,2377,166381000,0.0,-1832,1,1,2,0,0,15,3
2025-07-28 22:13:01.083468,2377,166382000,0.0,2655,1,1,2,0,0,15,3
2025-07-28 22:13:02.079518,2377,166383000,0.0,-1455,1,1,2,0,0,15,3
2025-07-28 22:13:03.082466,2377,166384000,0.0,2917,1,1,2,0,0,15,3
2025-07-28 22:13:04.074505,2377,166385000,0.0,-526,1,1,2,0,0,15,3
2025-07-28 22:13:05.085618,2377,166386000,0.0,3751,1,1,2,0,0,15,3
2025-07-28 22:13:06.085600,2377,166387000,0.0,645,1,1,2,0,0,15,3
2025-07-28 22:13:07.081626,2377,166388000,0.0,-3069,1,1,2,0,0,15,3
2025-07-28 22:13:08.083839,2377,166389000,0.0,1114,1,1,2,0,0,15,3
2025-07-28 22:13:09.083708,2377,166390000,0.0,-2437,1,1,2,0,0,15,3
2025-07-28 22:13:10.083863,2377,166391000,0.0,1875,1,1,2,0,0,15,3
2025-07-28 22:13:11.079963,2377,166392000,0.0,-1684,1,1,2,0,0,15,3
2025-07-28 22:13:12.083005,2377,166393000,0.0,2579,1,1,2,0,0,15,3
2025-07-28 22:13:13.076085,2377,166394000,0.0,-907,1,1,2,0,0,15,3
